"Permission","Method","Endpoint","ApiVersion"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/threatAssessmentRequests","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/threatAssessmentRequests/{threatAssessmentRequest-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/threatAssessmentRequests/{threatAssessmentRequest-id}/results","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/threatAssessmentRequests/{threatAssessmentRequest-id}/results/{threatAssessmentResult-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/items","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/items","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lastModifiedByUser","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lastModifiedByUser","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lastModifiedByUser/mailboxSettings","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lastModifiedByUser/mailboxSettings","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lastModifiedByUser/serviceProvisioningErrors","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lastModifiedByUser/serviceProvisioningErrors","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/activities","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/columns","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/columns","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/columns/{columnDefinition-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/columns/{columnDefinition-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/columns/{columnDefinition-id}/sourceColumn","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/columns/{columnDefinition-id}/sourceColumn","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/base","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/base","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/baseTypes","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/baseTypes","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/baseTypes/{contentType-id1}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/baseTypes/{contentType-id1}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columnLinks","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columnLinks","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columnLinks/{columnLink-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columnLinks/{columnLink-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columnPositions","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columnPositions","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columnPositions/{columnDefinition-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columnPositions/{columnDefinition-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columns","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columns","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columns/{columnDefinition-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columns/{columnDefinition-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columns/{columnDefinition-id}/sourceColumn","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/columns/{columnDefinition-id}/sourceColumn","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/copyToDefaultContentLocation","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/copyToDefaultContentLocation","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/unpublish","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id}/unpublish","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/addCopyFromContentTypeHub","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/contentTypes/addCopyFromContentTypeHub","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/createdByUser","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/createdByUser","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/createdByUser/mailboxSettings","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/createdByUser/mailboxSettings","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/createdByUser/serviceProvisioningErrors","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/createdByUser/serviceProvisioningErrors","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/drive","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/drive","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/items","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/items","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/lastModifiedByUser","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/lastModifiedByUser","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/lastModifiedByUser/mailboxSettings","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/lastModifiedByUser/mailboxSettings","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/lastModifiedByUser/serviceProvisioningErrors","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/lastModifiedByUser/serviceProvisioningErrors","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/operations","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/operations","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/operations/{richLongRunningOperation-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/operations/{richLongRunningOperation-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/permissions","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/permissions/{permission-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/permissions/{permission-id}/revokeGrants","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/subscriptions","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/subscriptions","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}/reauthorize","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}/reauthorize","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/parentNotebook","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/parentNotebook","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/parentSectionGroup","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/parentSectionGroup","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sectionGroups","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sectionGroups","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sectionGroups/{sectionGroup-id1}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sectionGroups/{sectionGroup-id1}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/content","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/content","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/onenotePatchContent","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/onenotePatchContent","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/parentNotebook","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/parentNotebook","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/parentSection","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/parentSection","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/parentNotebook","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/parentNotebook","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/parentSectionGroup","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/parentSectionGroup","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/content","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/content","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/onenotePatchContent","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/onenotePatchContent","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/parentNotebook","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/parentNotebook","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/parentSection","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/pages/{onenotePage-id}/parentSection","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/parentNotebook","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/onenote/notebooks/{notebook-id}/sections/{onenoteSection-id}/parentNotebook","v1.0"
